speaker,window_start,window_end,P10_TRANS,P20_ACT,P21_AMP,P12_TGS,P22_ASM,P100_OVERALL,P33_IAM,P23_ATM,P31_ICM,P11_TMA,P30_INTER,P13_TSF,P32_IMO,P24_ACO
HCILab1,1590.0,1620.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
HCILab1,1605.0,1635.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
HCILab1,1620.0,1650.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
HCILab1,1635.0,1665.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HCILab1,1650.0,1680.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HCILab1,2745.0,2775.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,2760.0,2790.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,2850.0,2880.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,2865.0,2895.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,2895.0,2925.0,0,1,0,0,0,1,0,0,0,0,2,0,0,0
HCILab1,2910.0,2940.0,0,1,0,0,0,1,0,0,0,0,2,0,0,0
HCILab1,3435.0,3465.0,0,0,0,0,0,2,0,0,0,0,3,0,0,0
HCILab1,3450.0,3480.0,0,0,0,0,0,2,0,0,0,0,3,0,0,0
HCILab1,3465.0,3495.0,0,1,0,0,0,2,0,0,0,0,4,0,0,0
HCILab1,3480.0,3510.0,0,3,0,0,0,4,0,0,0,0,4,0,0,0
HCILab1,3495.0,3525.0,1,2,0,0,0,2,0,0,0,0,0,2,0,0
HCILab1,3510.0,3540.0,1,2,0,0,0,2,0,0,0,0,0,2,0,0
HCILab1,3855.0,3885.0,0,2,1,0,0,1,0,0,0,0,1,0,0,0
HCILab1,3870.0,3900.0,0,2,1,0,0,2,0,0,0,0,1,0,0,0
HCILab1,3885.0,3915.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCILab1,3930.0,3960.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HCILab1,3945.0,3975.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
