speaker,window_start,window_end,P31_ICM,P24_ACO,P30_INTER,P100_OVERALL,P23_ATM,P13_TSF,P20_ACT,P21_AMP,P10_TRANS,P12_TGS,P11_TMA,P22_ASM,P32_IMO,P33_IAM
Chris,165.0,195.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Chris,180.0,210.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Chris,255.0,285.0,0,0,1,0,0,2,0,0,1,0,0,0,0,0
Chris,270.0,300.0,0,0,1,0,0,4,2,0,4,0,1,0,0,0
Chris,285.0,315.0,0,0,0,0,1,2,4,0,3,0,1,1,0,0
Chris,300.0,330.0,0,0,0,1,1,0,2,0,0,0,0,1,0,0
Chris,315.0,345.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chris,480.0,510.0,0,0,0,2,1,2,1,0,0,0,0,0,0,0
Chris,495.0,525.0,0,0,0,2,1,2,1,0,0,0,0,0,0,0
Chris,510.0,540.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Chris,525.0,555.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Chris,540.0,570.0,0,0,1,1,1,0,6,0,1,0,0,0,0,0
Chris,555.0,585.0,0,0,1,1,1,0,8,1,1,0,0,0,0,0
Chris,570.0,600.0,0,0,0,1,0,0,6,1,1,0,0,1,0,0
Chris,585.0,615.0,0,0,1,2,0,0,5,0,1,0,0,1,0,0
Chris,600.0,630.0,0,0,5,4,0,0,2,0,0,0,0,0,0,0
Chris,615.0,645.0,0,0,5,3,0,1,2,0,1,0,0,0,0,0
Chris,630.0,660.0,0,0,2,1,0,3,1,0,1,0,0,0,0,0
Chris,645.0,675.0,0,0,1,1,0,2,2,0,1,0,0,1,0,0
Chris,660.0,690.0,0,0,0,0,0,0,2,0,1,0,0,1,0,0
Chris,3780.0,3810.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Chris,3795.0,3825.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Chris,3825.0,3855.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chris,3840.0,3870.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
